show_id,show_type_id,title,country,date_added,release_year,rating,description,duration_minutes,duration_seasons
6937,1,Haseena Maan Jaayegi,India,"March 1, 2018",1999,TV-PG,"A millionaire opens the door to comic complications when he punishes his spoiled sons for trying to make money through shady, get-rich-quick schemes.",151.0,
6938,2,Hati Perempuan,Indonesia,"August 21, 2017",2015,TV-14,Sparks of both passion and contempt fly when a self-sufficient architect is forced to work with a snobbish industrialist.,,
6939,1,Haunters: The Art of the Scare,United States,"January 2, 2018",2017,TV-MA,"This documentary takes us into the world of those who create horror simulations for willing audiences, and examines the culture they have spawned.",89.0,
6940,1,Haunting on Fraternity Row,United States,"March 1, 2019",2018,TV-MA,"When a fraternity's last big luau serves up horrible deaths to its partygoers, the brothers learn firsthand about their house’s frightening history.",99.0,
6941,1,Have You Seen the Listers?,Australia,"February 1, 2019",2017,TV-MA,This documentary paints a candid picture of Australian street artist Anthony Lister as he navigates his burgeoning career and personal hardships.,86.0,
6942,2,Haven,"Canada, United States"," September 8, 2015",2015,TV-14,"Residents of Haven, Maine, are plagued by supernatural afflictions. To reveal the truth, FBI agent Audrey Parker must delve into her own strange past.",,5.0
6943,1,Havenhurst,United States,"June 10, 2017",2016,TV-MA,"An alcoholic with a tragic past rents an apartment in a building for those in recovery, but soon learns the truth about residents who get ""evicted.""",85.0,
6944,1,Haywire,"Ireland, United States","March 1, 2020",2011,R,A last-minute mission in Dublin turns deadly for stunning secret operative Mallory Kane when she realizes she's been betrayed.,93.0,
6945,1,He Named Me Malala,"United States, United Arab Emirates","June 1, 2018",2015,PG-13,"This documentary tells the story of a teenage Pakistani girl shot for her advocacy of women's education, her survival, and her continued efforts.",89.0,
6946,1,He's Out There,United States,"January 12, 2019",2018,R,"While vacationing at a remote lake house, a mother and her daughters become pawns in the twisted game of an ax-wielding psychopath.",89.0,
6947,1,Head Count,United States,"September 13, 2019",2018,TV-MA,A group of college students on a weekend getaway accidentally summon a supernatural entity intent on using them for its deadly ritual.,90.0,
6948,1,Head On,Australia,"August 25, 2018",1998,TV-MA,"This edgy drama follows 19-year-old Ari, a gay Greek-Australian whose roiling ethnic- and sexual-identity struggles lead to a wild, 24-hour odyssey.",104.0,
6949,1,Heal,United States,"February 1, 2019",2017,TV-14,"Stories from spiritual leaders, physicians and those with chronic illnesses reveal the powerful connection between the human psyche and physical health.",107.0,
6950,1,Heartbreakers,United States,"December 31, 2019",2001,PG-13,"In this stylish comedy, a mother-daughter con team makes money the old-fashioned way: They use their feminine wiles to swindle it.",124.0,
6951,1,Heartthrob,United States,"January 1, 2018",2017,TV-MA,"A shy, brilliant boy and a popular girl fall into an unexpected romance. But as their bond deepens, his attraction begins taking on dark overtones.",87.0,
6952,2,Heavy Rescue: 401,Canada,"June 22, 2018",2018,TV-MA,"In the harshest weather, rookie and veteran heavy recovery operators fight to keep southern Ontario's busy, treacherous highways clear and safe.",,2.0
6953,1,Hedgehogs,"United States, China","April 1, 2019",2016,PG,"When a hedgehog suffering from memory loss forgets his identity, he ends up on a big city journey with a pigeon to save his habitat from a human threat.",94.0,
6954,2,Helix,"United States, Canada","November 10, 2018",2015,TV-MA,"While investigating a possible outbreak at an Arctic research facility, scientists discover a new virus that could wipe out every human on the planet.",,
6955,1,Hell and Back,United States,"September 6, 2018",2015,R,"When best friends break a blood oath, one of them is cast away to hell, and the other two must save him from the misfits of the underworld.",86.0,
6956,2,Hell on Wheels,"Canada, United Kingdom"," May 28, 2016",2016,TV-14,Former Confederate soldier Cullen Bohannon sets out on a quest to find his wife's killer as post-Civil War America struggles to rebuild its identity.,,5.0
6957,1,Hell or High Water,United States,"January 1, 2019",2016,R,"In a desperate bid to save their family ranch, two brothers stage a series of clever bank robberies with a pair of Texas Rangers in hot pursuit.",102.0,
6958,1,Hellboy,United States,"December 1, 2018",2004,PG-13,"This fast-paced action flick tells the dark story of Hellboy, a charismatic demon who's put on Earth by the Nazis to terrorize the rest of the world.",122.0,
6959,1,Her,United States,"July 29, 2018",2013,R,Love comes to a lonely writer in the sleekest of packages when he finds himself falling for the advanced operating system he bought to run his life.,126.0,
6960,1,Her Only Choice,United States,"May 2, 2019",2018,TV-14,A woman must decide if she’s willing to end her pregnancy to save her own life after being diagnosed with breast cancer.,87.0,
6961,1,Hera Pheri,India,"December 31, 2019",1976,TV-14,The bond between two crooks and best friends is threatened when one learns that the other's father had a hand in his own tragic past.,156.0,
6962,1,Here Alone,United States,"July 1, 2017",2016,TV-MA,"When she finally encounters two other survivors, a woman alone in a world decimated by a zombie epidemic struggles to trust her new companions.",97.0,
6963,1,Hero,"Hong Kong, China","August 1, 2018",1997,TV-MA,"A pugilist from Shantung struggles to rise to the top of the Shanghai triad ladder, where his stellar martial arts talents can shine.",89.0,
6964,2,Herrens veje,Denmark,"June 1, 2019",2018,TV-MA,A family with a storied history of service to the Church of Denmark fractures under the tyrannical rule and ambition of its hard-driving patriarch.,,2.0
6965,1,Hickok,United States,"July 24, 2020",2017,TV-MA,"While serving as the marshal of rowdy Abilene, Kansas, ""Wild Bill"" Hickok uses guns and gall to tidy up the lawless frontier town.",88.0,
6966,2,Hidden Singer,South Korea,"May 19, 2017",2015,TV-Y7,Pop stars and impersonators face off to be the last one standing as the audience tries to determine the real singer by listening to their voices only.,,
6967,1,Hide & Seek,India,"March 1, 2018",2010,TV-14,"Years after an accident at a wild Christmas party traumatized them all, six former friends find themselves trapped in a shopping mall and forced by a killer disguised as Santa Claus to play a lethal game of hide-and-seek.",96.0,
6968,1,Hide and Seek,China,"August 19, 2017",2016,TV-14,"While living a comfortable life with his wife and child, a germophobic man realizes his estranged brother may have committed a terrible crime.",104.0,
6969,1,Highly Strung,Australia,"February 1, 2017",2015,TV-14,"Fiery passions take center stage in this intimate look at the Australian String Quartet and, perhaps more vital, the priceless instruments they guard.",80.0,
6970,2,Highway Thru Hell,Canada," December 3, 2019",2016,TV-PG,"On the hazardous highways of Canada's interior, heavy vehicle towing companies experience hardship and triumph rescuing wrecked and stranded trucks.",,3.0
6971,2,Highway to Heaven,United States," November 1, 2016",1988,TV-PG,"Under God's direction, angel Jonathan and ex-cop Mark help troubled souls overcome adversity and embrace honesty, kindness and forgiveness.",,5.0
6972,2,Hinterland,United Kingdom,"August 1, 2017",2016,TV-14,"Forsaking London for the rustic landscapes of Wales, a police detective with a troubled soul finds himself in a place with secrets as dark as his own.",,3.0
6973,1,Hiroshima: The Real History,United Kingdom,"March 31, 2017",2015,TV-PG,This detailed examination of the 1945 Hiroshima bombing includes the prelude to and aftermath of history's controversial first use of atomic weapons.,95.0,
6974,1,Hisss,"India, United States","December 1, 2017",2010,TV-MA,"In a plot to bait the snake-goddess Nagin for her immortality-granting essence, George States journeys to India and abducts her reptilian lover.",97.0,
6975,2,Historia de un clan,Argentina,"January 13, 2017",2015,TV-MA,"This drama based on a true story follows the Puccios, a criminal family who kidnaps wealthy people and holds them hostage in their home.",,
6976,1,History of Joy,India,"August 1, 2018",2017,TV-14,The life of a high-flying law student takes a drastic turn when a bout of misfortune changes his status in society for good.,118.0,
6977,2,History's Greatest Hoaxes,Australia,"July 12, 2019",2016,TV-PG,"Using previously unseen footage, this documentary series offers new insights into some of the biggest scams and forgeries in human history.",,
6978,1,Hitch,United States,"January 1, 2020",2005,PG-13,"Smooth and sexy Hitch helps clients make a great first impression on a date, but he's thrown when a lovely reporter starts nosing around his business.",118.0,
6979,1,Hitler's Olympics,United Kingdom,"August 1, 2016",2016,TV-PG,"Hitler, Nazi propaganda and 1936 Berlin Olympics are put under the microscope to uncover hidden truths and the historical legacy of those games.",44.0,
6980,1,Hitler's Steel Beast,France,"November 1, 2017",2017,TV-14,"Trace the history of Hitler's armored private train, a 15-car mobile headquarters boasting state-of-the-art communications and anti-aircraft cannons.",54.0,
6981,1,Ho Mann Jahaan,Pakistan,"July 1, 2017",2015,TV-PG,"Three friends in modern-day Karachi navigate their post-college lives, while struggling to balance their passion for music with familial obligations.",170.0,
6982,2,Hogie the Globehopper,United States,"August 1, 2017",2016,TV-Y,"Hogie and his friends travel the world, exploring far-flung locales like Buenos Aires, Cairo, Hawaii and the Galapagos Islands.",,
6983,1,Hokkabaz,Turkey,"March 10, 2017",2006,TV-MA,"Trying to resurrect his career, not-so-talented magician Iskender goes on tour, but things get iffy when one of his illusions works a little too well.",118.0,
6984,1,Holding the Man,Australia,"August 1, 2016",2015,TV-MA,"In 1970s Australia, two teen boys fall in love with each other and defeat obstacles to their 15-year relationship, until a new crisis comes their way.",128.0,
6985,1,Holidays,"United States, Ireland","July 15, 2016",2016,TV-MA,"Eight gleefully grim short tales set on Halloween, Mother's Day, St. Patrick's Day and other holidays comprise this chilling horror anthology.",106.0,
6986,1,Holy Hell,United States,"September 1, 2016",2016,NR,An ex-member charts his path from idealism to disenchantment in a California cult when alarming revelations about the group's leader come to light.,103.0,
6987,1,Holy Man 2,Thailand,"July 30, 2018",2008,TV-14,"Former rap musician Joey Boy is now a monk who takes Father Teng's place at his rural temple, where a crisis develops involving a nearby stone quarry.",92.0,
6988,1,Holy Man 3,Thailand,"July 30, 2018",2010,TV-MA,"Two new monks, one of them a former rock music star seeking inner peace, join a temple plagued by thieves who are stealing its valuable holy relics.",102.0,
6989,1,Hombanna,India,"May 1, 2018",2017,TV-14,"In the forests of Karnataka, a farmer and his community face eviction from the land when they get caught in the currents of socio-political change.",126.0,
6990,1,Homeland,,"October 15, 2019",2019,TV-PG,"Determined to trace her ancestral history, an Armenian woman travels to a French village, where she befriends a kind man and, better yet, finds herself.",73.0,
6991,1,Honey 2,United States,"October 1, 2019",2011,PG-13,"Determined to prove herself as a street dancer, Maria heads from juvie to a Bronx rec center where she's introduced to her dance idol, Honey Daniels.",111.0,
6992,1,Honey: Rise Up and Dance,United States,"April 3, 2018",2018,PG-13,"Despite discouragement from her loved ones, a talented street dancer tries out for an exclusive dance crew in a bid to win a college scholarship.",100.0,
6993,1,Hoodwinked Too! Hood vs. Evil,United States,"November 3, 2018",2011,PG,"Fresh off a top-secret training, feisty heroine Little Red teams up with intrepid reporter Wolf to investigate the disappearance of Hansel and Gretel.",86.0,
6994,1,Hope Aur Hum,India,"September 1, 2018",2018,TV-14,"A multigenerational household navigates daily life, evolving relationships and clashes between old and new mindsets in this light family drama.",95.0,
6995,1,Hope Springs Eternal,United States,"November 8, 2018",2018,PG,"When a teen with terminal cancer miraculously finds herself in remission, she struggles to give up the attention her illness gave her at school.",79.0,
6996,1,Hope: One in a Billion,"United States, South Africa","December 15, 2019",2017,TV-14,"The remarkable true story of Gift Ngoepe, the first African to play for Major League Baseball, is recounted in this inspiring documentary.",81.0,
6997,2,Hormones,Thailand,"June 30, 2018",2015,TV-MA,"High school students in Bangkok wrestle with issues such as sex, teen pregnancy, drugs, school violence, family turmoil and more in this Thai drama.",,3.0
6998,1,Horns,"United States, Canada","August 1, 2019",2013,R,"Accused of murder, Ig Perish wakes up one day to find he's grown a set of horns – compelling people to confess their sins to him.",120.0,
6999,2,Horror Homes,United Kingdom,"October 2, 2019",2016,TV-14,"Dream homes turn into property nightmares when mold, maggots, natural disasters and other inconveniences move in.",,
7000,1,Horror Story,India,"April 12, 2019",2013,TV-14,"On a dare, seven college friends spend a night at an abandoned hotel rumored to be haunted and find themselves trapped in a nightmare.",85.0,
7001,1,Hostage to the Devil,"Ireland, United Kingdom, Italy, United States","January 15, 2017",2016,TV-14,"Follow the eerie story of Father Malachi Martin, a disenchanted priest whose belief in demonic possession would lead him to conduct several exorcisms.",96.0,
7002,1,Hostages,,"January 29, 2018",2017,TV-PG,"Witnesses recount the shocking 1996 hostage crisis in Lima, Peru, where rebels held scores of high-level figures captive at an ambassador's residence.",91.0,
7003,1,Hostiles,United States,"August 15, 2018",2017,R,"After a long career battling the Cheyenne, a U.S. Army captain is ordered to safely escort the tribe's most influential chief to his Montana homeland.",134.0,
7004,1,Hot Bot,United States,"March 1, 2016",2016,NR,"Two teenage geeks inadvertently find a lifelike, state-of-the-art sex robot, but must dodge the high-profile owner who lost her in order to keep her.",93.0,
7005,1,Hot Property,United Kingdom,"August 13, 2017",2016,TV-MA,"When a resourceful but flighty Londoner is threatened with eviction, she vows to do whatever it takes to defeat a greedy real estate agent.",82.0,
7006,1,Hot Rod,United States,"November 20, 2019",2007,PG-13,Andy Samberg stars in this comedy as an accident-prone daredevil who's determined to jump 15 buses on his moped and impress his abusive stepfather.,88.0,
7007,2,Hotel Beau Séjour,Belgium,"March 16, 2017",2017,TV-14,"Caught in an afterlife limbo, teenage Kato investigates her own mysterious death and unravels a web of secrets in her seemingly tranquil village.",,
7008,1,Hotel Pacific,"Poland,","October 1, 2019",1975,TV-MA,A motivated teen strives to rise from dishwasher to waiter at a luxury hotel only to tread in the abusive tide of its workplace hierarchy.,96.0,
7009,1,Hotel Transylvania 3: Summer Vacation,United States,"January 24, 2019",2018,PG,"It's love at first sight for Dracula when he meets Ericka, the charming but mysterious captain of the monster cruise that Mavis plans for the family.",97.0,
7010,1,House at the End of the Street,"United States, Canada","May 8, 2020",2012,PG-13,Moving to a new town proves even more stressful for a teenager when she learns that the house next door was the site of a double murder.,101.0,
7011,1,House of Z,"United States, Canada","January 6, 2018",2016,TV-14,"Featuring archival footage and exclusive interviews, this documentary looks at the rise, fall and comeback of charismatic fashion designer Zac Posen.",88.0,
7012,1,"Houston, We Have a Problem!","Slovenia, Croatia, Germany, Czech Republic, Qatar","July 20, 2017",2016,TV-14,"Blending fact with myth, this conspiracy-minded docufiction argues that the U.S. purchased Yugoslavia's secret space program in the 1960s.",84.0,
7013,1,How the Beatles Changed the World,"United States, United Kingdom","February 1, 2018",2017,TV-PG,Interviews and rare archival footage illuminate how the Beatles' influence over music and culture continues to be felt around the world.,110.0,
7014,1,How the Grinch Stole Christmas,United States,"June 1, 2017",2000,PG,The Grinch decides to rob Whoville of Christmas – but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart.,105.0,
7015,1,How to Be a Latin Lover,"Mexico, United States","November 1, 2019",2017,PG-13,"When an aging Lothario gets the boot from his sugar mama, he must pull out all the stops to find a new female sponsor.",116.0,
7016,1,How to Be a Player,United States,"November 1, 2019",1997,R,"Dray lives life one woman at a time and is the envy of all his friends, until his sister decides to show him the error of his philandering ways.",94.0,
7017,1,How to Change the World,"Canada, United Kingdom, Netherlands","January 1, 2016",2015,NR,"In the 1970s, a group of activists who gathered to protest nuclear testing formed the iconic Greenpeace environmental organization.",110.0,
7018,2,How to Live Mortgage Free with Sarah Beeny,,"September 15, 2018",2018,TV-MA,Real estate expert and TV presenter Sarah Beeny meets with clever property owners who share their colorful stories about living mortgage free.,,
7019,1,How to Make an American Quilt,United States,"April 1, 2018",1995,PG-13,"A conflicted young woman spends the summer with her grandmother, her great-aunt and their quilting circle, whose life stories captivate her.",116.0,
7020,1,How to Win the US Presidency,United States,"August 1, 2016",2016,TV-PG,"This whimsical look at rough-and-tumble American politics examines the influence of money, religion and even ancient Rome on presidential campaigns.",51.0,
7021,1,Hridaynath,India,"January 1, 2018",2012,TV-14,A schoolteacher known for his good deeds and benevolence takes a walk on the dark side after undergoing a heart transplant.,103.0,
7022,1,Hulk Vs.,United States,"June 1, 2020",2009,PG-13,This action-packed animated double feature pits the Hulk against two of the Marvel Universe's most powerful characters: Wolverine and Thor.,83.0,
7023,1,Hum Saath-Saath Hain,India,"January 1, 2018",1999,TV-G,"A scheming matriarch plots to cut off her disabled stepson and his wife from the family fortune, creating a division within the clan.",176.0,
7024,1,Humko Deewana Kar Gaye,India,"October 22, 2017",2006,TV-PG,Two kindred spirits who are betrothed to others must decide whether to go through with arranged marriages or brush aside convention for true love.,149.0,
7025,2,Humsafar,Pakistan,"December 15, 2016",2011,TV-PG,"To fulfill her mother's dying wish, middle-class Khirad marries elite Ashar. But those who disapprove plot to turn Ashar against his wife.",,
7026,1,Hungerford,United Kingdom,"June 23, 2018",2014,TV-MA,"While filming his daily life for a media course, Cowen discovers his small English town may be under an ominous and otherworldly influence.",79.0,
7027,1,Hunt to Kill,Canada,"January 1, 2020",2010,R,U.S. Border Patrol agent and deadly hunter Jim Rhodes takes violent revenge when a group of desperate thieves kidnaps his daughter after a robbery.,97.0,
7028,1,Hunter's Prayer,"United States, Spain, Germany","October 22, 2019",2015,R,A hired gun has second thoughts when he's contracted to kill a teenage girl whose father's shady business dealings put her life in danger.,91.0,
7029,2,Hunters of the South Seas,United Kingdom,"February 1, 2019",2015,TV-14,"In a far corner of the Pacific Ocean, people who live entirely at sea share insights into their incredible amphibious lifestyle.",,
7030,2,Huntik: Secrets and Seekers,"United States, Italy"," January 1, 2018",2011,TV-Y7,"A high school student searching for his missing father joins a secret group known as the Seekers, who ally with aliens to protect the world from evil.",,2.0
7031,1,Hurricane Bianca,United States,"January 1, 2017",2016,TV-MA,"Fired for being gay, schoolteacher Richard returns in drag as force-of-nature Bianca, gets hired for the same job and plots sweet, scornful revenge.",85.0,
7032,1,Hurricane Bianca: From Russia With Hate,United States,"August 15, 2018",2018,TV-MA,"When Texas teacher Richard is lured to Russia under false pretenses by his enemy Deb, his drag alter ego Bianca soon turns the country upside down.",85.0,
7033,1,Hustle & Flow,United States,"December 1, 2019",2005,R,A pimp with aspirations of grandeur wants to make it as a rapper but discovers that fame isn't all it's cracked up to be in this indie drama.,117.0,
7034,2,Hyori's Bed & Breakfast,,"March 29, 2018",2018,TV-14,"K-pop diva Lee Hyo-ri and her husband open up their home on the beautiful Jeju Island to welcome travelers for free stays, meals and late-night chats.",,2.0
7035,1,Hypersomnia,Argentina,"June 8, 2017",2016,TV-MA,A young actress rehearsing for a play about human trafficking begins to relive terrifying scenes that may be dreams – or an alternate reality.,84.0,
7036,1,I Am,"India, Japan","March 4, 2019",2010,TV-MA,"Four individuals in modern India grapple with their identities amid social taboos, trauma and brutal sexual discrimination in this quartet of stories.",106.0,
7037,1,I Am Bolt,United Kingdom,"October 1, 2017",2016,PG,"Mixing archival footage with present-day interviews, Olympic champion and global icon Usain Bolt opens up about his athletic legacy.",107.0,
7038,1,I Am Jane Doe,United States,"May 26, 2017",2017,TV-14,This intense documentary follows real cases of American girls enslaved in the child sex trade through ads in a newspaper's online classified section.,98.0,
7039,1,I Am Maris,United States,"April 1, 2019",2018,TV-14,"Through her own words and art, a young woman details the healing power of yoga in her struggle with anorexia and her journey to self-acceptance.",54.0,
7040,2,I Am Me!,Mexico,"March 3, 2017",2016,TV-14,Aspiring hip-hop star Francisco builds a name for himself as a musical artist while his conscience helps him through family drama and discrimination.,,
7041,1,I Am Not Madame Bovary,China,"September 2, 2017",2016,TV-14,"To qualify for an apartment reserved for singles, a married couple stages a divorce. But when her husband unexpectedly remarries, Li seeks justice.",139.0,
7042,1,I Am Sun Mu,"China, South Korea, United States","February 1, 2017",2015,NR,A North Korean propagandist who escaped to Seoul now creates satirical art about Kim Jong Il's regime and copes with repercussions of his defection.,88.0,
7043,1,I Am Vengeance,United Kingdom,"December 22, 2018",2018,R,"After learning that an ex-military friend and his parents were killed, the highly trained John Gold comes to town seeking answers and revenge.",93.0,
7044,1,I Am Wrath,United States,"September 16, 2019",2016,R,"Hell-bent on avenging his wife's murder, Stanley Hill summons an old partner's help in exposing a cover-up by crooked cops and slimy politicians.",91.0,
7045,1,I Don't Know How She Does It,United States,"March 23, 2019",2011,PG-13,"In this affable yuppie comedy, Kate Reddy is a successful executive, wife and mom whose personal and professional lives hang in precarious balance.",89.0,
7046,1,I Dream Of Dance,,"January 31, 2019",2017,TV-14,Experience the joy and sacrifice of one of the nation's premier dance companies as its members and instructors prepare for a prestigious competition.,106.0,
7047,1,I Fine... Thank You... Love You,Thailand,"September 5, 2018",2014,TV-14,"Desperate to go to the U.S. to win back his girlfriend, Yim hires a tutor to teach him English. But things don't go according to plan.",116.0,
7048,1,"I, Daniel Blake","United Kingdom, France, Belgium","April 19, 2019",2016,R,"While fighting for his welfare benefits following a job-ending heart attack, a widowed carpenter befriends a single mother in a similar plight.",100.0,
7049,1,I'll See You in My Dreams,United States,"October 22, 2019",2015,PG-13,"After the passing of her dog, a long-widowed senior citizen is in need of companionship. Two very different possibilities present themselves.",96.0,
7050,1,I'm in Love with a Church Girl,United States,"October 1, 2017",2013,PG,"When a tough-minded ex-drug dealer falls for a beautiful but highly devout woman, their mutual attraction takes them both down a twisty path.",119.0,
7051,2,I'm Sorry,United States,"September 13, 2019",2019,TV-MA,"Life is a series of awkward situations for comedy writer and mom Andrea, thanks to plenty of neuroses and a knack for sticking her foot in her mouth.",,2.0
7052,1,Ice Guardians,"Canada, Ireland, United States","October 1, 2017",2016,TV-MA,"This film explores the controversial role of ice hockey ""enforcers,"" as well as the physical and mental price paid by the game's notorious tough guys.",108.0,
7053,1,Iceman,"China, Hong Kong","January 23, 2018",2014,R,"Four hundred years after they were frozen in time, a Ming Dynasty guard and his three pursuers are defrosted to continue their ancient battle.",104.0,
7054,1,Ideachi Kalpana,India,"January 1, 2018",2010,TV-14,"After an actor is hit by a car driven by the police commissioner's sister, his scheming brother-in-law files a bogus suit against the commissioner.",124.0,
7055,2,Idiotest,United States,"December 15, 2018",2014,TV-PG,Comedian Ben Gleib hosts this game show in which teams of two compete to solve increasingly tough brain teasers. Faster answers mean more money.,,
7056,1,Igor,"United States, France","September 1, 2019",2008,PG,"Igor, the brilliant but deformed assistant to mad Dr. Glickenstein, dreams of winning the Evil Science Fair and the heart of village beauty Gretchen.",87.0,
7057,1,Iliza Shlesinger: War Paint,United States,"September 1, 2013",2013,NR,"""Last Comic Standing"" winner Iliza Shlesinger unleashes her acerbic, stream-of-conscious comedy on an unsuspecting audience in her hometown of Dallas.",75.0,
7058,1,Imagine That,"United States, Germany","December 7, 2019",2009,PG,"Work problems are piling up for a businessman. But when he discovers a pathway to his daughter's imaginary world, he starts finding some solutions.",108.0,
7059,1,Immoral Tales,France,"June 6, 2019",1974,UR,"This anthology illustrates the timeless nature of desire in four stories of incest, bloodlust and other forbidden subjects.",103.0,
7060,2,In Between,Taiwan,"January 1, 2017",2012,TV-14,An author having trouble finishing his new romance novel because he's lost faith in love regains his romantic soul after meeting a flight attendant.,,
7061,1,In Search of Fellini,United States,"March 19, 2018",2017,R,A naive and sheltered young woman embarks on a whimsical adventure across Italy in the hopes of meeting director Federico Fellini.,103.0,
7062,1,In The Deep,"United Kingdom, United States, Dominican Republic","January 10, 2018",2017,PG-13,"With little oxygen left in their scuba tanks, two sisters are trapped in a shark cage at the bottom of the ocean while great whites circle nearby.",89.0,
7063,1,Incir Receli 2,Turkey,"March 10, 2017",2014,TV-14,"Grief-stricken over the death of his true love, singer-songwriter Metin has given up on life, until he meets Gizem, who slowly reawakens his heart.",103.0,
7064,1,Incoming,"Serbia, United States","October 26, 2018",2019,TV-MA,"When an imprisoned terrorist cell hijacks a high-security prison in outer space, a CIA agent becomes the one chance of stopping them.",89.0,
7065,1,Incomplete,India,"April 8, 2017",2017,TV-MA,"A man returns to his childhood hometown, where he meets the happily married woman he once jilted, while his best friend endures a more volatile union.",119.0,
7066,1,Inconceivable,"United Kingdom, United States","March 1, 2018",2017,R,A couple trying to conceive invite a woman with a mysterious past to move in with them. But it's an invitation they might come to regret.,106.0,
7067,1,Incorruptible,"United States, Senegal","September 1, 2017",2015,TV-MA,"In the streets of Senegal, a youth movement rises up against a regime bent on retaining power in this chronicle of the nation's stormy 2012 elections.",90.0,
7068,1,Incredibles 2 (Spanish Version),United States,"February 8, 2019",2018,PG,"When Elastigirl gets recruited for a high-profile crime-fighting mission, Mr. Incredible takes on his toughest assignment ever: full-time parenting.",118.0,
7069,1,INDIA,India,"February 17, 2017",2014,NR,"A man buys a young girl, code-names her ""Doll"" and sends her to live with a mother of two who has a mysterious mission to be fulfilled.",95.0,
7070,2,India: Nature's Wonderland,United Kingdom,"March 1, 2017",2015,TV-PG,Wildlife biologist Liz Bonnin explores the natural wonders of India in this series that reveals the species and cultures unique to this ancient land.,,
7071,1,Indiana Jones and the Kingdom of the Crystal Skull,United States,"January 1, 2019",2008,PG-13,"Indiana Jones is drawn into a Russian plot to unearth the Crystal Skulls of Akator, Amazonian artifacts with supernatural powers.",123.0,
7072,1,Indiana Jones and the Last Crusade,United States,"January 1, 2019",1989,PG-13,"Accompanied by his father, Indiana Jones sets off on his third adventure to explore the cradle of civilization on a perilous hunt for the Holy Grail.",127.0,
7073,1,Indiana Jones and the Raiders of the Lost Ark,United States,"January 1, 2019",1981,PG,"When Indiana Jones is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",116.0,
7074,1,Indiana Jones and the Temple of Doom,United States,"January 1, 2019",1984,PG,"Indiana Jones, his young sidekick and a spoiled songbird get more than they bargained for when they go to India in search of a missing magical stone.",119.0,
7075,1,Indiscretion,United States,"February 1, 2017",2016,TV-MA,"After a weekend fling with artist Victor, Veronica, a psychiatrist and politician's wife, becomes the target of Victor's dangerous romantic obsession.",99.0,
7076,1,Inequality for All,United States,"August 29, 2018",2013,PG,Former U.S. Labor Secretary Robert Reich makes a compelling case about the serious crisis the U.S. faces due to the widening economic gap.,90.0,
7077,1,Influx,United Kingdom,"April 1, 2018",2016,TV-PG,Italians in London reveal the ups and downs of immigration and touch upon their uneasiness about leaving behind their crisis-ridden homeland.,90.0,
7078,1,Inglourious Basterds,"Germany, United States","July 22, 2019",2009,R,"A Jewish cinema owner in occupied Paris is forced to host a Nazi premiere, where a group of American soldiers called the Basterds plans a face-off.",153.0,
7079,1,Inkheart,"Germany, United Kingdom, United States","July 1, 2019",2008,PG,"Unbeknownst to his 12-year-old daughter, a bookbinder has a secret ability to bring characters to life by reading their stories out loud.",106.0,
7080,1,Insan,India,"March 1, 2018",2005,TV-14,"A grieving policeman and a rickshaw driver are brought together by a dark, tragic secret that will change their lives forever.",141.0,
7081,2,Inside The Freemasons,United Kingdom,"September 15, 2018",2017,TV-MA,"Explore the history and future of the Freemasons, a fraternal order steeped in both secrecy and tradition.",,
7082,2,Inside the Mind of a Serial Killer,United States,"July 1, 2019",2015,TV-14,"Mixing dramatic re-enactments with real-life footage, this series delves into the tormented psyches of the world's most infamous serial killers.",,
7083,2,Inside the Mossad,Israel,"January 29, 2019",2017,TV-14,"In this documentary, dozens of former agents from the Mossad, Israel's foreign intelligence agency, reveal their top-secret operations.",,
7084,2,Inst@famous,United Kingdom,"December 31, 2018",2018,TV-MA,Self-made social media celebrities share the stories of how they built their online empires and where they plan to take their unexpected fame next.,,
7085,1,Instructions Not Included,Mexico,"January 1, 2020",2013,PG-13,"Unable to locate the elusive mother of a baby girl left on his doorstep, an Acapulco playboy unexpectedly begins to develop feelings for the tot.",122.0,
7086,2,Intelligence,Canada,"July 19, 2017",2007,TV-MA,Clashes both on the street and in the bedroom pits the female head of the Organized Crime Unit against the cocky leader of a pot-smuggling ring.,,2.0
7087,1,Internet Famous,United States,"July 21, 2016",2016,TV-14,Five viral Internet celebrities travel to a competition that will award one of them their own television series in this ensemble comedy.,87.0,
7088,1,Into the Forest,Canada,"November 7, 2018",2015,R,"In the near future, two frightened sisters fight for survival after losing their father during a deadly, quietly looming apocalypse.",102.0,
7089,1,Inuyasha the Movie - L'isola del fuoco scarlatto,Japan,"September 1, 2017",2004,TV-PG,"Ai, a young half-demon who has escaped from Horai Island to try to help his people, returns with potential saviors InuYasha, Sesshomaru and Kikyo.",88.0,
7090,1,Inuyasha the Movie - La spada del dominatore del mondo,Japan,"September 1, 2017",2003,TV-14,The Great Dog Demon beaqueathed one of the Three Swords of the Fang to each of his two sons. Now the evil power of the third sword has been awakened.,99.0,
7091,1,InuYasha: The Movie 2: The Castle Beyond the Looking Glass,Japan,"September 1, 2017",2002,TV-14,"With their biggest foe seemingly defeated, InuYasha and his friends return to everyday life. But the peace is soon shattered by an emerging new enemy.",99.0,
